,,,,,,,?/L,?/L,?/L,,,,?/L,?/L,?/L,,,,,mg/L,mg/L,mg/L,mg/L,mg/L,,,mg,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,,,,,,,NIET validated,,,,,,,,,,,,,,,,,,,,
Exp_day,Datum,Cosm,Treatment,Secchi diepte,Bodemzicht,Turbiditeit,Cos.chla.bl.PAM,Cos.chla.gr.PAM,Cos.chla.br.PAM,Cos.yield.bl.PAM,Cos.yield.gr.PAM,Cos.yield.br.PAM,Cos.chla.bl.50CM,Cos.chla.gr.50CM,Cos.chla.br.50CM,Cos.yield.bl.50CM,Cos.yield.gr.50CM,Cos.yield.br.50CM,mL gefiltreerd voor?part-NUT,disTON,disNH4,disPO4,disNO2,disNO3 mg/l,partC,partN,partP (mg),partP mg/L,TP,Al ppm,Ca ppm,Fe ppm,La ppm,Mg ppm,Mn ppm,P ppm,S ppm,As ppm,Cd ppm,Cu ppm,Pb ppm,Zn ppm,As microgram/L,As ug/L,Temp,Dep100,DepthX,DepthY,SpCond,SpCond.1,Res,Sal,TDS,DO%,DO,BP,pH,ORP,PAR,refPAR,light_k,light_perc_bottom,light_4perc,Fit
0,25/06/2019,control,outside cosm,65,FALSE,NA,0,9.24,27.72,0,0.82,0.63,2.57,6.33,27.53,0,0.81,NA,60,1.293,0.143,0.003,0,1.293,,,14.325,238.75,238.753,,,,,,,,,,,,,,,,23.78927083,0.8075,0.911,1.15625,0.46875,451.1536458,2,0.23,0.3,78.03046875,6.554973958,757,9.2265625,-837.8125,1403.966146,10.3359375,1.774916063,2.376811383,1.802902158,0
2,27/06/2019,1,Dredged,85,FALSE,NA,42.7,0,27.09,0.74,0,0.7,NA,NA,NA,NA,NA,NA,55,4.437,0.132,0,0.042,4.395,,,3.015,54.81818182,54.818,0,50.788,0.159,0,6.913,0.012,0,18.185,0,0.0001,0.001,0.005,0.03,0,,24.26402899,0.817391304,0.911,1.157826087,0.447826087,450.1507246,2,0.22826087,0.3,129.4598551,10.77715942,757,9.501275362,-820.5971014,1234.36087,8.376811594,1.965669193,2.805889389,1.627944321,0
2,27/06/2019,2,Control,65,FALSE,NA,6.16,0,58.66,0.71,0,0.69,NA,NA,NA,NA,NA,NA,58,4.681,0.129,0,0.053,4.628,,,3.215,55.43103448,55.431,0,46.925,0.097,0,6.468,0.008,0,15.233,0.001,0,0.003,0.006,0.022,1,,24.13894118,0.834117647,0.911672549,1.158529412,0.458823529,450.0137255,2,0.228823529,0.3,112.2543137,9.371960784,757,9.635,-825.9215686,1177.852941,9.358823529,1.812483125,5.102661719,1.765533679,0
2,27/06/2019,3,Oxygenated,63,FALSE,NA,6.03,0,60.2,0.7,0,0.7,NA,NA,NA,NA,NA,NA,55,2.12,0.12,0,0,2.12,,,4.085,74.27272727,74.273,0,44.874,0.056,0,6.109,0.001,0,14.768,0,0,0.003,0.001,0.035,0,,24.29015625,0.63875,0.911,1.141875,0.4,447.96875,2,0.22625,0.3,109.7889423,9.139086538,757,9.683173077,-826.8954327,1566.859375,11.9375,1.822619295,2.631801687,1.755714981,0
2,27/06/2019,4,Oxygenated,58,FALSE,NA,5.65,0,60.51,0,0,0.7,NA,NA,NA,NA,NA,NA,55,3.09,0.128,0,0.019,3.071,,,4.11,74.72727273,74.727,0.034,46.459,0.204,0,6.279,0.018,0,15.232,0,0,0.001,0.009,0.065,0,,24.28864583,0.753125,0.911,1.151875,0.4,447.15625,2,0.223125,0.3,116.6083333,9.7046875,757,9.651458333,-822.3229167,1275.083333,9.572916667,2.270340924,1.895852807,1.409479945,0
2,27/06/2019,5,Ijzerkalkslib,68,FALSE,NA,2.31,2.46,46.04,0.7,0,0.7,NA,NA,NA,NA,NA,NA,54,2.755,0.131,0,0.009,2.746,,,2.31,42.77777778,42.778,0,46.555,0.225,0,6.421,0.027,0,14.972,0,0,0.004,0.003,0.028,0,,24.399,0.848666667,0.91,1.159666667,0.426666667,447.525,2,0.224,0.3,140.7841667,11.69391667,757,9.607666667,-815.9666667,1111.008333,8.358333333,1.863250775,3.992616477,1.717428509,0
2,27/06/2019,6,Phoslock,65,FALSE,NA,4.88,0,56.5,0.71,0,0.68,NA,NA,NA,NA,NA,NA,48,4.115,0.122,0,0.051,4.064,,,3.155,65.72916667,65.729,0,45.951,0.089,0,6.301,0.004,0,15.134,0,0,0.006,0.004,0.026,0,,24.53515306,0.680714286,0.91,1.144285714,0.414285714,445.3214286,2,0.222142857,0.3,152.9728571,12.67385714,757,9.733,-815.0204082,1008.302041,8,2.793383748,3.622948474,1.14556405,0
2,27/06/2019,7,Dredged,90,FALSE,NA,1.8,3.8,39.5,0.82,0,0.71,NA,NA,NA,NA,NA,NA,58,3.214,0.174,0,0.022,3.192,,,3.41,58.79310345,58.793,0,44.172,0.062,0,6.173,0,0,14.63,0,0,0.004,0.002,0.025,0,,24.77862745,0.679411765,0.910117647,1.145588235,0.4,440.5490196,2,0.22,0.3,143.0813725,11.79666667,757,9.704411765,-815.9215686,1561.715686,11.76470588,1.686982553,1.886031219,1.896877946,0
2,27/06/2019,8,Ijzerkalkslib,80,FALSE,NA,5.13,0,56.36,0.68,0,0.69,NA,NA,NA,NA,NA,NA,52,3.856,0.177,0,0.04,3.816,,,3.645,70.09615385,70.096,0,44.765,0.061,0.01,6.246,0,0,14.722,0,0,0.004,0,0.04,0,,24.80965686,0.592352941,0.911,1.138235294,0.410294118,445.25,2,0.221764706,0.3,139.1281863,11.47093137,757,9.746609477,-819.0882353,1674.542484,12.44689542,1.630449326,6.323523933,1.96264916,0
2,27/06/2019,9,Phoslock,70,FALSE,NA,2.05,3.29,43.11,0.8,0,0.7,NA,NA,NA,NA,NA,NA,52,4.31,0.129,0,0.061,4.249,,,2.365,45.48076923,45.481,0,46.854,0.052,0,6.429,0,0,15.055,0,0,0,0.002,0.023,0,,24.86527414,0.728421053,0.911,1.15,0.416154971,446.7719996,2,0.226315789,0.3,146.239789,12.04370096,757,9.761540202,-820.210978,1500.076939,9.955657618,1.622772158,4.172997983,1.971934251,0
2,27/06/2019,10,Ijzerkalkslib,75,FALSE,NA,2.31,5.65,43.11,NA,0,0.69,NA,NA,NA,NA,NA,NA,52,2.586,0.141,0,0.01,2.576,,,3.185,61.25,61.25,0,46.838,0.072,0,6.438,0.002,0,14.838,0.022,0,0.004,0.003,0.027,22,,25.0586875,0.53625,0.911,1.1325,0.40625,444.91875,2,0.2215625,0.3,136.3175,11.1896875,757,9.791125,-821.15,1690.975,12.55625,1.978388824,2.914662317,1.617477799,0
2,27/06/2019,11,Dredged,70,FALSE,NA,5.77,0,56.89,0,0,0.68,NA,NA,NA,NA,NA,NA,49,1.85,0.121,0,0,1.85,,,2.945,60.10204082,60.102,0,47.958,0.091,0,6.606,0.008,0,14.869,0,0,0,0.015,0.038,0,,24.2378,0.8105,0.911,1.1575,0.435,449.175,2,0.2265,0.3,125.0435,10.4162,757,9.58755,-822.93,678.91,5.25,3.36736196,0.513692785,0.950298791,0
2,27/06/2019,12,Oxygenated,58,FALSE,NA,3.21,0,52.58,0,0,0.71,NA,NA,NA,NA,NA,NA,53,4.805,0.131,0,0.079,4.726,,,2.975,56.13207547,56.132,0,46.873,0.07,0,6.371,0,0,14.872,0,0,0.006,0.004,0.041,0,,24.24872549,0.707058824,0.911,1.148529412,0.4,447.7352941,2,0.223529412,0.3,106.3240196,8.856911765,757,9.659607843,-825.872549,1103.632353,8.431372549,2.567101713,1.025664118,1.24654196,0
2,27/06/2019,13,Phoslock,65,FALSE,NA,3.46,0,50.27,0.73,0,0.69,NA,NA,NA,NA,NA,NA,47,3.167,0.122,0,0.023,3.144,,,3.19,67.87234043,67.872,0,47.292,0.117,0.003,6.439,0.008,0,15.115,0,0,0,0.012,0.032,0,,24.44123524,0.6864,0.911,1.1464,0.441266667,449.6126667,2,0.228,0.3,130.8789619,10.8634219,757,9.586439048,-818.7132381,1114.819429,8.058666667,3.009453176,0.947608773,1.063316095,0
2,27/06/2019,14,Control,66,FALSE,NA,4.36,0,54.9,0,0,0.69,NA,NA,NA,NA,NA,NA,52,2.613,0.13,0,0.011,2.602,,,3.2,61.53846154,61.538,0,47.259,0.114,0,6.434,0.013,0,15.014,0,0,0,0.006,0.032,0,,24.75229167,0.535625,0.9108125,1.133125,0.4,446.0494792,2,0.221041667,0.3,139.8716146,11.54338542,757,9.668671875,-815.1744792,1512.867188,11.77604167,2.342990296,1.138862408,1.365776036,0
2,27/06/2019,15,Ijzerkalkslib,67,FALSE,NA,3.98,0,52.97,0,0,0.66,NA,NA,NA,NA,NA,NA,52,3.01,0.135,0,0.027,2.983,,,3.18,61.15384615,61.154,0,43.868,0.119,0,6.398,0.01,0,14.364,0,0,0.004,0,0.03,0,,24.55203968,0.663333333,0.91,1.143333333,0.4,443.2972222,2,0.22,0.3,141.4071825,11.71504365,757,9.655111111,-815.6452381,1265.50754,9.390873016,2.444627868,1.260245851,1.308992686,0
2,27/06/2019,16,Control,75,FALSE,NA,3.85,2.77,48.12,0.7,0,0.68,NA,NA,NA,NA,NA,NA,51,3.468,0.144,0,0.039,3.429,,,3.715,72.84313725,72.843,0,45.353,0.064,0,6.414,0,0,14.496,0,0,0.005,0.006,0.023,0,,24.72027902,0.625,0.91,1.14,0.4,440.03125,2,0.22,0.3,150.4236607,12.42180804,757,9.732198661,-815.1138393,1384.441964,10.07254464,2.108734793,1.480902467,1.517497606,0
2,27/06/2019,17,Dredged,85,FALSE,NA,1.92,3.29,36.72,0.82,0,0.7,NA,NA,NA,NA,NA,NA,51,4.72,0.281,0,0.073,4.647,,,3.255,63.82352941,63.824,0,41.214,0.054,0,6.217,0,0,14.664,0,0.0001,0,0.012,0.027,0,,24.60644841,0.801666667,0.91,1.155833333,0.402777778,439.9166667,2,0.220555556,0.3,149.7160317,12.39177381,757,9.679666667,-815.5369048,1160.249603,9.073412698,2.095740216,0.609617862,1.526906806,0
2,27/06/2019,18,Oxygenated,65,FALSE,NA,4.62,0,60.89,0,0,0.66,NA,NA,NA,NA,NA,NA,49.5,4.093,0.137,0,0.068,4.025,,,3.45,69.6969697,69.697,0,40.339,0.064,0,6.274,0.001,0,14.583,0,0,0.001,0.004,0.024,0,,24.5602381,0.863571429,0.911,1.161428571,0.4,444.6071429,2,0.22,0.3,126.7142857,10.49285714,757,9.806785714,-823.5714286,815.1428571,6.071428571,2.593926201,1.626778054,1.233651134,0
2,27/06/2019,19,Phoslock,70,FALSE,NA,0,3.8,37.03,0,0.85,0.68,NA,NA,NA,NA,NA,NA,50.5,3.654,0.14,0,0.045,3.609,,,2.88,57.02970297,57.03,0.003,45.951,0.066,0,6.421,0,0,14.916,0.004,0,0.003,0.007,0.061,4,,24.96602564,0.718461538,0.911,1.149230769,0.415384615,446.2307692,2,0.223846154,0.3,137.5179487,11.30538462,757,9.786666667,-820.6410256,370.4615385,2.769230769,3.399213515,1.967637312,0.941394233,0
2,27/06/2019,20,Control,80,FALSE,NA,6.85,0,63.74,0,0,0.63,NA,NA,NA,NA,NA,NA,49.5,4.088,0.135,0,0.062,4.026,,,3.02,61.01010101,61.01,0,47.292,0.092,0,6.472,0.003,0,15.26,0.023,0,0.004,0.005,0.027,23,,25.03990741,0.610555556,0.911,1.139444444,0.411111111,444.3478836,2,0.221666667,0.3,137.6365079,11.30138889,757,9.779126984,-820.3095238,1152.719577,8.502645503,2.683069746,1.504037908,1.192663741,0
2,27/06/2019,control,outside cosm,65,FALSE,NA,5.65,0,58.98,0.68,0,0.71,NA,NA,NA,NA,NA,NA,49.5,3.302,0.155,0,0.022,3.28,,,5.53,111.7171717,111.717,0,45.94,0.313,0,6.254,0.005,0,14.928,0,0,0.005,0,0.052,0,,23.98222222,0.911111111,0.911527778,1.167777778,0.447222222,449.6944444,2,0.23,0.3,117.8222222,9.863425926,757,9.501111111,-823.212963,799.6203704,5.768518519,2.147932142,1.654375327,1.489804979,0
7,03/07/2019,1,Dredged,65,FALSE,12.7,1.24,12.19,12.45,0.83,0,0.76,0.67,7.58,7.08,0,0.75,0.62,60,2.142,0.291,0.004,0.012,2.13,,,4.68,78,78.004,0,41.94173,0.053846,0.000363,7.785847,0.00642,0.033464,14.59001,0.009,0,0.003,0,0.016,9,1.223521,23.56486842,0.660526316,0.908947368,1.140526316,0.4,418.1315789,2,0.21,0.3,161.5960526,13.63447368,757,9.5475,-896.3157895,464.1710526,3.328947368,2.090899003,1.688044185,1.530442166,0
7,03/07/2019,2,Control,60,FALSE,13.5,0.71,12.15,11.88,0,0.71,0.65,0,6.93,7.26,0,0.73,0.6,60,1.52,0.177,0.001,0,1.52,,,4.915,81.91666667,81.918,0,41.88944,0.035718,0.000697,7.776906,0.004063,0.030219,14.69304,0.019,0.0001,0.004,0.008,0.014,19,0,23.47861111,0.625,0.909,1.136944444,0.4,419.4444444,2,0.21,0.3,155.6361111,13.15361111,757,9.438611111,-891.7222222,447.1944444,3.083333333,2.139628495,2.569145772,1.495586738,0
7,03/07/2019,3,Oxygenated,65,FALSE,11.8,1.29,11.39,14.88,0,0.71,0.64,0,5.22,8.05,0,0.78,0.6,60,0.367,0.289,0.026,0,0.367,,,1.915,31.91666667,31.943,0,42.22756,0.026289,0,7.740076,0.002711,0.028274,14.55996,0,0.0004,0.003,0.001,0.014,0,1.160794,23.43075,0.719,0.908,1.145,0.4,420.1,2,0.21,0.3,137.8475,11.6655,757,9.502,-893.5,896.2,6.5,1.543522145,4.066565725,2.073180492,0
7,03/07/2019,4,Oxygenated,60,FALSE,14.3,2.29,13.86,16.6,0,0.73,0.61,0,6.17,6.06,0,0.75,0.63,60,0.689,0.27,0.011,0,0.689,,,4.66,77.66666667,77.678,0,41.7701,0.025204,0.000506,7.702455,0.003612,0.035929,14.61815,0.003,0,0,0,0.011,3,1.105999,23.48284314,0.76,0.908,1.148823529,0.4,419.2352941,2,0.21,0.3,140.1960784,11.84156863,757,9.652941176,-895.5490196,682.9607843,5.166666667,2.237016554,2.806240777,1.430476674,0
7,03/07/2019,5,Ijzerkalkslib,70,FALSE,14.7,1.19,12.84,12.71,0,0.69,0.66,0,7.16,6.31,0,0.75,0.62,60,1.694,0.212,0.003,0,1.694,,,1.75,29.16666667,29.17,0,40.84193,0.03802,0.000426,7.674646,0.004293,0.029899,14.85709,0,0,0.002,0,0.016,0,2.061311,23.5895098,0.737647059,0.908,1.145294118,0.4,422.8137255,2,0.21,0.3,165.6411765,13.96901961,757,9.37127451,-883.7352941,607.1666667,4.333333333,2.137148212,1.757730102,1.497322451,0
7,03/07/2019,6,Phoslock,65,FALSE,10.6,0.52,11.77,10.05,0,0.7,0.65,0,5.6,6.2,0,0.72,0.64,60,2.57,0.214,0,0.042,2.528,,,6.13,102.1666667,102.167,0,41.13643,0.032174,0.001139,7.710937,0.004099,0.02575,14.62689,0.005,0,0.005,0.003,0.015,5,1.714515,23.58607843,0.705882353,0.908,1.142647059,0.4,419.0196078,2,0.21,0.3,162.8627451,13.73666667,757,9.516666667,-891.2254902,1391.784314,9.058823529,1.833867479,1.511330939,1.744946152,0
7,03/07/2019,7,Dredged,65,FALSE,12.3,1.14,16.76,10.88,0,0.71,0.65,0,4.95,2.4,0,0.75,0.61,60,1.77,0.262,0.006,0.005,1.765,,,3.48,58,58.006,0,40.46348,0.036449,0.0004,7.679392,0.012208,0.032139,14.47022,0,0,0.002,0.011,0.026,0,1.974072,23.38027778,0.792777778,0.907,1.151944444,0.4,413.6666667,2,0.21,0.3,150.0277778,12.70166667,757,9.195277778,-894.7222222,717.4444444,5.194444444,2.420311728,0.711524378,1.32214374,0
7,03/07/2019,8,Ijzerkalkslib,65,FALSE,12.4,1.38,13.48,10.51,0,0.73,0.63,0.87,5.61,7.37,0,0.77,0.64,60,1.296,0.234,0,0,1.296,,,5.88,98,98,0,40.09191,0.035827,0.000473,7.642632,0.006118,0.027593,14.82246,0.001,0,0,0.001,0.023,1,1.896926,23.41072917,0.59875,0.907,1.136875,0.4,413.65625,2,0.21,0.3,151.4822917,12.81854167,757,9.264166667,-895.3541667,625,4.604166667,2.353691163,2.719052353,1.359566646,0
7,03/07/2019,9,Phoslock,70,FALSE,12.7,1.85,13.75,8.31,0,0.69,0.63,0.77,6.87,6.6,0,0.74,0.62,60,2.78,0.37,0.002,0.049,2.731,,,5.285,88.08333333,88.085,0,40.98735,0.023378,0.00164,7.686526,0.005697,0.025997,14.56688,0,0,0.005,0.01,0.024,0,1.85655,23.33735294,0.68,0.907,1.143529412,0.4,415.3235294,2,0.21,0.3,142.1470588,12.04647059,757,9.255294118,-896,308.0588235,2.058823529,2.077922008,2.504324016,1.540000052,0
7,03/07/2019,10,Ijzerkalkslib,60,FALSE,15.1,0.71,10.78,10.14,0,0.7,0.64,0.48,5.22,6.48,0,0.76,0.62,60,1.856,0.216,0.004,0.022,1.834,,,5.3,88.33333333,88.337,0,40.83312,0.029901,0.001239,7.657613,0.005128,0.028771,14.5505,0,0,0.002,0,0.021,0,1.948116,23.27857143,0.677142857,0.907,1.141785714,0.4,414.3928571,2,0.21,0.3,146.4928571,12.43,757,9.343928571,-895.0714286,186.4642857,1.357142857,2.595720935,2.293213514,1.232798163,0
7,03/07/2019,11,Dredged,70,FALSE,12.1,1.67,12.87,13.63,0,,0.78,0.51,5.82,6.19,0,0.73,0.64,60,0.558,0.217,0.003,0,0.558,,,6.055,100.9166667,100.92,0,41.48484,0.029931,0.00045,7.675855,0.006368,0.027297,14.69589,0,0,0.002,0.007,0.05,0,1.701537,23.496875,0.735,0.909,1.1471875,0.4,418.375,2,0.21,0.3,149.3875,12.619375,757,9.4115625,-895.53125,908.15625,5.78125,1.876830547,2.461061822,1.705002087,0
7,03/07/2019,12,Oxygenated,60,FALSE,14.5,1.29,11.65,12.37,0,0.71,0.64,1.51,5.1,8.55,0,0.8,0.6,60,0.019,0.147,2.616,0,0.019,,,10.36,172.6666667,175.283,0,42.89052,0.025988,0.000689,7.770452,0.005492,0.028229,15.02613,0,0.0014,0.003,0.001,0.003,0,1.183145,23.371,0.722666667,0.909,1.144666667,0.4,421.1333333,2,0.21,0.3,134.36,11.37666667,757,9.612333333,-896.7666667,307.8333333,1.966666667,2.295458476,1.878716484,1.394057019,0
7,03/07/2019,13,Phoslock,60,FALSE,12.6,0,11.5,7.43,0,0.65,0.66,0.84,7.1,8.22,0,0.74,0.63,60,1.497,0.204,0,0,1.497,,,8.28,138,138,0,42.24494,0.015635,0,7.794766,0.003307,0.024701,14.69108,0,0.0001,0,0,0.017,0,1.445586,23.50358333,0.7585,0.908,1.147333333,0.4,419.7416667,2,0.21,0.3,165.7991667,14.002,757,9.45025,-890.9,1013.316667,7.666666667,1.872379788,3.666468725,1.70905498,0
7,03/07/2019,14,Control,60,FALSE,13.2,1.1,12.45,9.34,0,0.69,0.61,1.45,6.18,8.49,0,0.78,0.64,60,3.428,0.266,0.003,0.08,3.348,,,7.325,122.0833333,122.086,0,41.03422,0.022877,0,7.647801,0.004214,0.031649,14.69509,0.017,0.0005,0,0.001,0.016,17,2.02382,23.48796296,0.757037037,0.908,1.147777778,0.4,417.1111111,2,0.21,0.3,157.0376543,13.26666667,757,9.450246914,-894.6666667,1226.469136,9.185185185,2.071790279,2.427266903,1.54455788,0
7,03/07/2019,15,Ijzerkalkslib,70,FALSE,12.6,0.76,11.46,7.4,0,0.68,0.65,0.84,5.46,7.6,0,0.75,0.65,60,1.134,0.217,0.001,0.011,1.123,,,5.78,96.33333333,96.334,0,40.60817,0.027372,0.000766,7.765443,0.003463,0.025717,14.61892,0.002,0,0.003,0.003,0.011,2,0.345354,23.63603175,0.704285714,0.908,1.143333333,0.4,418.1666667,2,0.21,0.3,179.2365079,15.10126984,757,9.502063492,-884.0634921,404.952381,2.888888889,2.289886941,3.18754346,1.397448906,0
7,03/07/2019,16,Control,60,FALSE,12,0,13.83,2.63,0,0.68,0.65,0.68,8.21,5.04,0,0.74,0.64,60,0.524,0.229,0.013,0,0.524,,,4.295,71.58333333,71.596,0,40.45908,0.056618,0.001415,7.740545,0.035147,0.042014,14.29363,0.005,0,0.002,0,0.031,5,2.594844,23.36492063,0.795238095,0.907,1.153333333,0.422222222,433.3571429,2,0.22,0.307936508,144.8452381,12.26960317,757,9.177936508,-895.6507937,409.5238095,2.952380952,2.176991421,3.090089567,1.469918517,0
7,03/07/2019,17,Dredged,50,FALSE,12.4,0,12.76,4.74,0,0.65,0.68,1.35,10.63,8.32,0,0.75,0.61,60,0.831,0.244,0.002,0,0.831,,,4.835,80.58333333,80.585,0,41.2642,0.03828,0.00043,7.75205,0.00432,0.03018,15.00269,0,0.0005,0.007,0.015,0.028,0,2.07292,23.31876543,0.867777778,0.907,1.158703704,0.4,408.962963,2,0.2,0.3,165.3907407,14.0212963,757,9.252407407,-894.2469136,1074.987654,7.197530864,1.776932832,2.4784354,1.800855914,0
7,03/07/2019,18,Oxygenated,55,FALSE,25.8,1.14,9.98,13.2,0,0.75,0.65,2.7,8.08,14.65,0,0.82,0.61,60,0.458,0.192,0.002,0,0.458,,,6.475,107.9166667,107.919,0,41.55413,0.03243,0.00114,7.78796,0.00414,0.02611,14.77307,0,0,0.001,0.001,0.023,0,1.72558,23.21857143,0.764285714,0.907,1.14952381,0.4,419.1031746,2,0.21,0.3,120.484127,10.23126984,757,9.33531746,-897.2063492,370.3333333,2.785714286,2.483568351,3.883544093,1.288468666,0
7,03/07/2019,19,Phoslock,70,FALSE,20.4,0,6.66,4.8,0,0.7,0.67,0.93,8.41,6.41,0,0.76,0.61,60,0.554,0.205,0.002,0,0.554,,,5.22,87,87.002,0,40.87189,0.03683,0.0004,7.75614,0.01225,0.03244,14.61879,0,0.0002,0.003,0.014,0.032,0,1.99468,23.35513158,0.709473684,0.906,1.144473684,0.4,416.4830827,2,0.21,0.3,150.0665414,12.71161654,757,9.201654135,-892.8721805,193.0150376,1.310150376,2.37614428,2.186992015,1.346719569,0
7,03/07/2019,20,Control,60,FALSE,15.9,0,9.33,7.4,0,0.72,0.67,1.16,7.33,9.77,0,0.79,0.63,60,1.207,0.251,0.01,0,1.207,,,6.17,102.8333333,102.843,0,40.50328,0.03615,0.00048,7.71974,0.00616,0.02785,14.96873,0,0,0.003,0.009,0.025,0,1.91407,23.30141822,0.62,0.905,1.135652174,0.4,421.1583851,2,0.21,0.3,145.2581781,12.31722567,757,9.128178054,-891.3436853,1155.773292,8.138716356,2.81930163,0.928476628,1.135032863,0
7,03/07/2019,control,outside cosm,50,FALSE,NA,0.81,9.67,10.83,0.89,0,0.75,2,10.4,13.74,0,0.78,0.61,60,1.665,0.238,0.006,0.022,1.643,,,4.68,78,78.006,0,40.50011,0.02886,0,8.31858,0.00563,0.05068,17.68153,0,0,0.001,0.001,0.024,0,0,23.265,0.63875,0.9061875,1.139375,0.4,418.59375,2,0.21,0.3,150.1625,12.74125,757,9.186875,-890.75,474.375,3.1875,2.173389769,3.424598988,1.472354405,0
16,12/07/2019,1,Dredged,120,FALSE,2.77,1.67,12.15,10.83,0,0.76,0.62,1.81,8.02,8.29,0.96,0,0,60,1.953,0.501,0.123,0.048,1.905,,,2.56,42.66666667,42.79,0,40.9464,0.089649,0.000581,7.739355,0.025827,0.044582,14.81502,0,0.0001,0.003,0.002,0.02,0,1.294899,22.0318254,0.781904762,0.90647619,1.137619048,0.4,428.4285714,2,0.212857143,0.3,113.665873,9.872222222,757,9.080396825,-854.5,661.1587302,4.714285714,1.930860982,0.635388866,1.657291763,0
16,12/07/2019,2,Control,110,TRUE,5.12,3,1.71,12.26,0.15,0.91,0.51,1.33,9.52,12.08,0,0.81,0.65,60,0.798,0.325,0.012,0,0.798,,,4.05,67.5,67.512,0,40.89944,0.0776,0,7.75244,0.030167,0.043842,14.92431,0,0,0.001,0,0.017,0,1.818338,22.109375,0.720625,0.906375,1.13125,0.4,429.71875,2,0.2125,0.3,113.04375,9.805,757,9.124375,-854.34375,573.0625,4.3125,2.451891525,3.609022071,1.305114834,0
16,12/07/2019,3,Oxygenated,65,FALSE,7.77,1.52,12.99,16.99,0,0.7,0.65,0.67,3.43,4.98,0,0.78,0,60,0.41,0.278,0.008,0,0.41,,,3.37,56.16666667,56.175,0.003841,40.59334,0.114331,7.97E-05,7.790549,0.017369,0.046083,14.76372,0,0.0007,0,0.002,0.009,0,2.11106,22.28785714,0.637857143,0.907,1.126428571,0.4,423.7857143,2,0.21,0.3,113.2428571,9.791428571,757,9.213571429,-853.2857143,480.2857143,3.428571429,2.326724319,2.701473041,1.375324087,0
16,12/07/2019,4,Oxygenated,80,FALSE,5.39,2.62,14.59,17.88,0,0.77,0.61,0.53,8.41,6.53,0,0.75,0.69,60,0.867,0.387,0.013,0,0.867,,,3.94,65.66666667,65.68,0,40.65243,0.067357,0.00014,7.781129,0.014846,0.057692,14.90302,0.005,0.0001,0.003,0,0.016,5,1.010828,22.28489583,0.60125,0.908,1.121875,0.4,424.2083333,2,0.21,0.3,114.7947917,9.923333333,757,9.308958333,-853.2708333,394.875,2.75,2.242510579,3.306995156,1.426972087,0
16,12/07/2019,5,Ijzerkalkslib,120,FALSE,3.8,2.05,7.43,10.88,0.52,0.77,0.61,0.78,8.23,6.73,0,0.76,0.66,60,0.97,0.405,0.01,0.016,0.954,,,4.865,81.08333333,81.093,0,41.24263,0.109525,0.002957,7.822179,0.032798,0.041731,14.80467,0,0.0002,0.003,0.014,0.017,0,0.188178,22.26333333,0.558333333,0.908,1.11625,0.4,430.0833333,2,0.215416667,0.3,108.1666667,9.353333333,757,9.086666667,-853.1666667,629.3333333,4.25,1.771931304,7.119020997,1.805939087,0
16,12/07/2019,6,Phoslock,130,FALSE,3.4,2.33,0,8.04,0.09,0,0.37,0.75,3.96,3.93,0,0.72,0,60,0.908,0.418,0.014,0.025,0.883,,,2.81,46.83333333,46.847,0,40.42549,0.090618,0.000338,7.815278,0.040318,0.038094,14.64344,0,0,0.002,0,0.018,0,1.890437,21.93666667,0.688333333,0.907,1.13,0.4,426.5,2,0.210833333,0.3,106.5916667,9.276666667,757,8.966666667,-854.25,1664.583333,11.16666667,2.30686505,3.876882798,1.387163935,0
16,12/07/2019,7,Dredged,160,TRUE,2.12,2.13,3.17,7.37,0.42,0.79,0.57,1.62,1.08,5.81,0.22,0,0.43,60,1.476,0.677,0.033,0.048,1.428,,,2.845,47.41666667,47.45,0,39.87922,0.115368,0.000763,7.784294,0.033392,0.055869,14.38444,0,0,0.002,0.001,0.02,0,1.859434,21.75571429,0.909285714,0.907,1.149285714,0.4,426.7142857,2,0.212142857,0.3,104.5464286,9.130357143,757,8.930714286,-854.4285714,778.2142857,5.714285714,1.97450092,2.338815506,1.620662704,0
16,12/07/2019,8,Ijzerkalkslib,130,FALSE,3.66,0.84,0,2.7,0.24,0,0.11,0,0.85,0.85,0,0.8,0.46,60,0.897,0.531,0.016,0.043,0.854,,,5.7,95,95.016,0.01875,40.98759,0.284081,0.001368,7.856176,0.073523,0.137047,14.70752,0.009,0,0.001,0.004,0.008,9,2.647477,21.77638889,0.686111111,0.907,1.13,0.4,426.8888889,2,0.21,0.3,100.5805556,8.781944444,757,8.959444444,-854.8055556,329.6111111,2.333333333,2.171329235,3.976910836,1.47375163,0
16,12/07/2019,9,Phoslock,140,TRUE,0.78,0.62,0.5,2.78,0,0.92,0.31,0.12,1.71,1.04,0,0.74,0.6,60,0.797,0.631,0.02,0.028,0.769,,,2.045,34.08333333,34.103,0,41.03144,0.103848,0.005716,7.720204,0.035074,0.037734,14.82707,0,0.0001,0.001,0.008,0.02,0,0.491715,21.76882353,0.72,0.906,1.132352941,0.4,431.1176471,2,0.22,0.3,94.71176471,8.27,757,8.907647059,-854.7352941,815.2647059,5.470588235,1.751538849,5.128617074,1.826964901,0
